ID DEPATAMENTO,DEPARTAMENTO,ID MUNICIPIO,MUNICIPIO,ID LOCALIDAD,LOCALIDAD,AÑO SERVICIO,MES SERVICIO,ENERGÍA ACTIVA,ENERGÍA REACTIVA,POTENCIA MÁXIMA,DÍA DE DEMANDA MÁXIMA,FECHA DE DEMANDA MÁXIMA,PROMEDIO DIARIO EN HORAS
27,CHOCO,27099,BOJAYA (BELLAVISTA),27099008,PUERTO CONTO (BOJAYÁ (BELLAVISTA) - CHOCO),2020,01,4355,1135.8,45.6,Viernes,01/31/2020 08:45:00 PM,3.35
86,PUTUMAYO,86573,PUERTO LEGUIZAMO,86573000,PUERTO LEGUIZAMO (PUERTO LEGUIZAMO - PUTUMAYO),2020,01,934496,349112.5,2149.84,Martes,01/28/2020 07:30:00 PM,23.57
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109028,PUERTO MERIZALDE (BUENAVENTURA - VALLE DEL CAUCA),2020,01,43466,13885.52,254.14,Sábado,01/18/2020 07:30:00 PM,6.29
91,AMAZONAS,91540,PUERTO NARIÑO,91540000,PUERTO NARIÑO (PUERTO NARIÑO - AMAZONAS),2020,01,103897,36304.49,227.04,Miércoles,01/22/2020 07:15:00 PM,24
19,CAUCA,19809,TIMBIQUI,19809023,PUERTO SAIJA (TIMBIQUÍ - CAUCA),2020,01,30165,10630.49,168.08,Domingo,01/19/2020 07:15:00 PM,7.5
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,18150001,REMOLINO DEL CAGUAN (CARTAGENA DEL CHAIRA - CAQUETÁ),2020,01,15966,7544.17,87.13,Sábado,01/25/2020 06:45:00 PM,8.6
88,ARCHIPIELAGO DE SAN ANDRES,88001,SAN ANDRES,88001000,SAN ANDRÉS (SAN ANDRÉS - ARCHIPIÉLAGO DE SAN ANDRÉS),2020,01,16666323,4824581,28619.27,Viernes,01/03/2020 03:45:00 PM,24
19,CAUCA,19418,LOPEZ (MICAY),19418012,SAN ANTONIO DE CHUARE (LÓPEZ (MICAY) - CAUCA),2020,01,6552,1860.59,60.74,Lunes,01/27/2020 07:15:00 PM,4.39
05,ANTIOQUIA,05873,VIGIA DEL FUERTE,05873001,SAN ANTONIO DE PADUA (VIGÍA DEL FUERTE - ANTIOQUIA),2020,01,5617,1381.4,53.66,Jueves,01/23/2020 07:45:00 PM,4.13
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109032,SAN FRANCISCO DE NAYA (BUENAVENTURA - VALLE DEL CAUCA),2020,01,6560,2113.22,36.58,Viernes,01/10/2020 09:15:00 PM,7
52,NARINO,52250,EL CHARCO,52250007,SAN JOSÉ (EL CHARCO - NARIÑO),2020,01,13262,3324,96,Jueves,01/30/2020 08:00:00 PM,5.4
19,CAUCA,19809,TIMBIQUI,19809007,SAN JOSÉ (TIMBIQUÍ - CAUCA),2020,01,6346,3460.51,45.53,Sábado,01/25/2020 08:30:00 PM,5.46
52,NARINO,52490,OLAYA HERRERA,52490008,SAN JOSÉ CALABAZAL (OLAYA HERRERA - NARIÑO),2020,01,5320,1723,44.57,Sábado,01/11/2020 07:00:00 PM,4.3
52,NARINO,52835,TUMACO,52835902,SAN JUAN COSTA (TUMACO - NARIÑO),2020,01,19090,9320.8,153.6,Martes,01/14/2020 07:15:00 PM,5.54
52,NARINO,52390,LA TOLA,52390016,SAN PABLO DE LA MAR (LA TOLA - NARIÑO),2020,01,4497,804.9,35.42,Domingo,01/19/2020 07:00:00 PM,5.34
13,BOLIVAR,13001,CARTAGENA,13001901,SANTA CRUZ DEL ISLOTE (CARTAGENA - BOLÍVAR),2020,01,13187,4522.6,50.18,Sábado,01/11/2020 10:15:00 PM,12.23
27,CHOCO,27250,EL LITORAL DEL SAN JUAN,27250000,SANTA GENOVEVA DE DOCORDO (EL LITORAL DEL SAN JUAN - CHOCO),2020,01,70549,36589.31,186.25,Lunes,01/27/2020 07:45:00 PM,17.12
19,CAUCA,19809,TIMBIQUI,19809008,SANTA MARÍA (TIMBIQUÍ - CAUCA),2020,01,12368,4382.45,75.2,Martes,01/28/2020 07:30:00 PM,6.36
52,NARINO,52696,SANTA BARBARA (ISCUANDE),52696017,SANTA RITA (SANTA BARBARA (ISCUANDE) - NARIÑO),2020,01,2126,1005.28,37.76,Jueves,01/02/2020 07:30:00 PM,2.15
52,NARINO,52835,TUMACO,52835091,SANTA ROSA (TUMACO - NARIÑO),2020,01,1250,327.53,31.81,Martes,01/14/2020 07:30:00 PM,1.33
19,CAUCA,19809,TIMBIQUI,19809009,SANTA ROSA DE SAIJA (TIMBIQUÍ - CAUCA),2020,01,2410,671.33,24.31,Martes,01/28/2020 07:30:00 PM,4.1
99,VICHADA,99624,SANTA ROSALIA,99624000,SANTA ROSALÍA (SANTA ROSALÍA - VICHADA),2020,01,130724,68539.96,323.52,Jueves,01/23/2020 07:15:00 PM,18
27,CHOCO,27745,SIPI,27745000,SIPI (SIPI - CHOCO),2020,01,10872,3028.3,74.8,Miércoles,01/29/2020 08:15:00 PM,5.42
52,NARINO,52835,TUMACO,52835148,TABLÓN DULCE LA PAMPA (TUMACO - NARIÑO),2020,01,1487,388.42,28.1,Lunes,01/20/2020 08:15:00 PM,2.19
27,CHOCO,27001,QUIBDO,27001029,TAGACHI (QUIBDÓ - CHOCO),2020,01,4956,1100.36,70.49,Miércoles,01/22/2020 07:45:00 PM,3.36
97,VAUPES,97666,TARAIRA,97666000,TARAIRA (TARAIRA - VAUPÉS),2020,01,26536,9369.6,97.24,Miércoles,01/29/2020 06:15:00 PM,11.17
91,AMAZONAS,91798,TARAPACA,91798000,TARAPACÁ (TARAPACÁ - AMAZONAS),2020,01,22864,9277.1,88.96,Jueves,01/30/2020 07:30:00 PM,10.19
27,CHOCO,27800,UNGUIA,27800005,TITUMATE (UNGUIA - CHOCO),2020,01,9739,4013.75,69.78,Miércoles,01/08/2020 07:15:00 PM,5.4
27,CHOCO,27800,UNGUIA,27800000,UNGUIA (UNGUIA - CHOCO),2020,01,257893,93063.85,779.24,Sábado,01/18/2020 07:00:00 PM,15.43
05,ANTIOQUIA,05873,VIGIA DEL FUERTE,05873002,VEGAEZ (VIGIA DEL FUERTE - ANTIOQUIA),2020,01,2217,539.22,39.07,Miércoles,01/29/2020 07:45:00 PM,3.17
05,ANTIOQUIA,05873,VIGIA DEL FUERTE,05873000,VIGÍA DEL FUERTE (VIGÍA DEL FUERTE - ANTIOQUIA),2020,01,64137,28058.27,324.19,Jueves,01/23/2020 09:45:00 PM,8.11
19,CAUCA,19418,LOPEZ (MICAY),19418019,ZARAGOZA (LOPEZ (MICAY) - CAUCA),2020,01,5843,2375.28,57.31,Martes,01/21/2020 07:15:00 PM,5.2
27,CHOCO,27006,ACANDI,27006000,ACANDI (ACANDI - CHOCO),2020,02,388026,175431.3,965.36,Miércoles,02/19/2020 08:30:00 PM,18.47
52,NARINO,52390,LA TOLA,52390013,AMÁRALES (LA TOLA - NARIÑO),2020,02,7313,1758.16,68.54,Martes,02/18/2020 06:30:00 PM,4.36
27,CHOCO,27800,UNGUIA,27800001,BALBOA (UNGUIA - CHOCO),2020,02,16006,6577.6,81.56,Domingo,02/16/2020 08:00:00 PM,8.17
94,GUAINIA,94343,BARRANCO MINAS,94343000,BARRANCO MINAS (BARRANCO MINAS - GUAINíA),2020,02,35493,12294.51,171.93,Sábado,02/22/2020 06:45:00 PM,9.34
52,NARINO,52250,EL CHARCO,52250023,BAZÁN (EL CHARCO - NARIÑO),2020,02,19205,8764.8,105.6,Sábado,02/29/2020 09:00:00 PM,7.22
27,CHOCO,27099,BOJAYA (BELLAVISTA),27099000,BELLAVISTA (BOJAYÁ (BELLAVISTA) - CHOCO),2020,02,89554,33313.63,220.95,Jueves,02/13/2020 08:30:00 PM,18.14
27,CHOCO,27425,MEDIO ATRATO (BETE),27425000,BETE (MEDIO ATRATO (BETE) - CHOCO),2020,02,5435,1940,68,Miércoles,02/19/2020 10:00:00 PM,4.38
52,NARINO,52835,TUMACO,52835055,BOCAS DE CURAY (TUMACO - NARIÑO),2020,02,8950,1416.6,57.6,Domingo,02/23/2020 11:45:00 AM,7.2
52,NARINO,52490,OLAYA HERRERA,52490913,BOCAS DE PRIETA (OLAYA HERRERA - NARIÑO),2020,02,3266,634.04,21.67,Lunes,02/10/2020 07:45:00 PM,5.52
85,CASANARE,85430,TRINIDAD,85430001,BOCAS DEL PAUTO (TRINIDAD - CASANARE),2020,02,13909,7296.02,110.27,Jueves,02/27/2020 07:00:00 PM,5.48
27,CHOCO,27006,ACANDI,27006003,CAPURGANA (ACANDI - CHOCO),2020,02,234420,96511.73,570.24,Martes,02/18/2020 09:45:00 PM,18.36
97,VAUPES,97161,CARURU,97161000,CARURÚ (CARURÚ - VAUPÉS),2020,02,25277,9295.02,104.72,Lunes,02/17/2020 07:15:00 PM,12.14
99,VICHADA,99001,PUERTO CARREÑO,99001002,CASUARITO (PUERTO CARREÑO - VICHADA),2020,02,13438,5546.73,127.95,Lunes,02/24/2020 07:45:00 PM,5.9
19,CAUCA,19809,TIMBIQUI,19809014,CHACÓN (TIMBIQUÍ - CÁUCA),2020,02,2019,363.6,26.64,Sábado,02/01/2020 07:15:00 PM,3.12
52,NARINO,52835,TUMACO,52835012,CHAJAL (TUMACO - NARIÑO),2020,02,4599,1354.23,136.84,Lunes,02/24/2020 07:30:00 PM,1.26
27,CHOCO,27025,ALTO BAUDO (PIE DE PATO),27025000,CIUDAD BAUDO (ALTO BAUDO (PIE DE PATO) - CHOCO),2020,02,36727,9888.45,143.18,Domingo,02/04/2020 07:30:00 PM,15.4
19,CAUCA,19809,TIMBIQUI,19809010,COMUNIDAD DE CHETE (TIMBIQUÍ - CAUCA),2020,02,2489,695.01,40.03,Viernes,02/21/2020 07:30:00 PM,2.3
27,CHOCO,27495,NUQUI,27495912,COMUNIDAD INDÍGENA DE PANGUI - (EL YUCAL) (NUQUI - CHOCO),2020,02,2395,799.65,11.21,Jueves,02/27/2020 06:30:00 PM,11.38
19,CAUCA,19809,TIMBIQUI,19809003,COTEJE (TIMBIQUÍ - CAUCA),2020,02,4501,2754.13,34.88,Sábado,02/01/2020 07:30:00 PM,5.12
99,VICHADA,99773,CUMARIBO,99773000,CUMARIBO (CUMARIBO - VICHADA),2020,02,268753,113805.78,624.36,Martes,02/25/2020 06:15:00 PM,19.35
27,CHOCO,27075,BAHIA SOLANO (MUTIS),27075001,CUPICA (BAHÍA SOLANO (MUTIS) - CHOCO),2020,02,57082,24303.65,138.34,Viernes,02/14/2020 07:30:00 PM,23.36
19,CAUCA,19418,LOPEZ (MICAY),19418011,DOS QUEBRADAS NAYA (LÓPEZ (MICAY) - CAUCA),2020,02,6035,1888.88,43.65,Martes,02/04/2020 07:30:00 PM,5.47
52,NARINO,52250,EL CHARCO,52250022,EL CUIL PUEBLO NUEVO (EL CHARCO - NARIÑO),2020,02,5736,1889.08,33.66,Sábado,02/15/2020 06:45:00 PM,6.54
27,CHOCO,27075,BAHIA SOLANO (MUTIS),27075002,EL VALLE (BAHÍA SOLANO (MUTIS) - CHOCO),2020,02,140237,65924.5,327.1,Miércoles,02/19/2020 07:15:00 PM,23.42
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753002,GUACAMAYAS (SAN VICENTE DEL CAGUAN - CAQUETÁ),2020,02,12257,5917.42,40.15,Sábado,02/15/2020 07:15:00 PM,18.1
94,GUAINIA,94001,INIRIDA,94001000,INíRIDA (INíRIDA - GUAINíA),2020,02,1675109,565033.7,3199.68,Lunes,02/17/2020 02:45:00 PM,23.56
19,CAUCA,19418,LOPEZ (MICAY),19418038,ISLA DE GALLO (LOPEZ (MICAY) - CAUCA),2020,02,2834,904.78,26.34,Viernes,02/14/2020 06:30:00 PM,4.35
13,BOLIVAR,13001,CARTAGENA,13001007,ISLA FUERTE (CARTAGENA - BOLíVAR),2020,02,15514,8485.81,114.57,Domingo,02/16/2020 02:15:00 PM,5.37
13,BOLIVAR,13001,CARTAGENA,13001037,ISLA MúCURA (CARTAGENA - BOLíVAR),2020,02,6477,2891.54,25.54,Viernes,02/14/2020 10:00:00 PM,10.49
52,NARINO,52696,SANTA BARBARA (ISCUANDE),52696014,LA ENSENADA (SANTA BARBARA (ISCUANDE) - NARIÑO),2020,02,4071,4701.64,27.49,Domingo,02/16/2020 07:30:00 PM,5.44
27,CHOCO,27099,BOJAYA (BELLAVISTA),27099002,LA LOMA DE BOJAYÁ (BOJAYÁ (BELLAVISTA) - CHOCO),2020,02,13764,5166.4,83.2,Domingo,02/16/2020 07:30:00 PM,7.42
99,VICHADA,99524,LA PRIMAVERA,99524000,LA PRIMAVERA (LA PRIMAVERA - VICHADA),2020,02,357737,181788.76,740.6,Miércoles,02/26/2020 06:45:00 PM,24
52,NARINO,52390,LA TOLA,52390003,LA VIGÍA (LA TOLA - NARIÑO),2020,02,5760,1916.58,30.52,Martes,02/25/2020 12:30:00 PM,8.27
91,AMAZONAS,91001,LETICIA,91001000,LETICIA (LETICIA - AMAZONAS),2020,02,3718227,1157331,7347.36,Miércoles,02/05/2020 02:30:00 PM,24
19,CAUCA,19809,TIMBIQUI,19809026,LOS BRAZOS (TIMBIQUÍ - CAUCA),2020,02,7857,1300.84,52.3,Martes,02/11/2020 07:30:00 PM,6.2
50,META,50325,MAPIRIPAN,50325000,MAPIRIPÁN (MAPIRIPÁN - META),2020,02,135154,54443.18,311.52,Viernes,02/28/2020 06:45:00 PM,23.1
95,GUAVIARE,95200,MIRAFLORES,95200000,MIRAFLORES (MIRAFLORES - GUAVIARE),2020,02,78132,28047.8,212.08,Viernes,02/28/2020 06:30:00 PM,18.28
97,VAUPES,97001,MITU,97001000,MITÚ (MITÚ - VAUPÉS),2020,02,1233505,370018.56,2597.37,Viernes,02/21/2020 11:45:00 AM,23.51
52,NARINO,52390,LA TOLA,52390009,MULATOS (LA TOLA - NARIÑO),2020,02,3772,2320.3,34.11,Jueves,02/06/2020 06:30:00 PM,6.8
27,CHOCO,27075,BAHIA SOLANO (MUTIS),27075000,MUTIS (BAHIA SOLANO (MUTIS) - CHOCO),2020,02,605709,189637.91,1246.96,Miércoles,02/19/2020 07:30:00 PM,23.52
27,CHOCO,27099,BOJAYA (BELLAVISTA),27099005,NAPIPI (BOJAYÁ (BELLAVISTA) - CHOCO),2020,02,8794,4992.8,60.8,Sábado,02/29/2020 09:15:00 PM,5.41
44,LA GUAJIRA,44847,URIBIA,44847012,NAZARETH (URIBIA - LA GUAJIRA),2020,02,28110,12670.35,223.44,Martes,02/25/2020 06:45:00 PM,6.11
19,CAUCA,19418,LOPEZ (MICAY),19418009,NOANAMITO (LÓPEZ (MICAY) - CAUCA),2020,02,3995,2058,44,Miércoles,02/12/2020 07:15:00 PM,5.25
27,CHOCO,27495,NUQUI,27495000,NUQUI (NUQUI - CHOCO),2020,02,186164,60987.7,527.3,Martes,02/18/2020 08:15:00 PM,19
47,MAGDALENA,47189,CIENAGA,47189018,PALMOR (CIÉNAGA - MAGDALENA),2020,02,88621,32499.17,186.75,Domingo,02/09/2020 06:30:00 PM,23.34
86,PUTUMAYO,86573,PUERTO LEGUIZAMO,86573009,PIÑUÑA NEGRO (PUERTO LEGUIZAMO - PUTUMAYO),2020,02,3342,1620,28.8,Sábado,02/22/2020 08:45:00 PM,5.47
52,NARINO,52835,TUMACO,52835016,PITAL (TUMACO - NARIÑO),2020,02,19206,11315,84,Sábado,02/15/2020 07:00:00 PM,10.29
27,CHOCO,27077,BAJO BAUDO (PIZARRO),27077000,PIZARRO (BAJO BAUDO (PIZARRO) - CHOCO),2020,02,160302,71589.94,481.54,Viernes,02/07/2020 07:30:00 PM,17.35
88,ARCHIPIELAGO DE SAN ANDRES,88564,PROVIDENCIA,88564000,PROVIDENCIA (PROVIDENCIA - ARCHIPIÉLAGO DE SAN ANDRÉS),2020,02,938090,321284,1610.85,Martes,02/18/2020 09:30:00 PM,24
52,NARINO,52835,TUMACO,52835212,PUEBLO NUEVO (TABLÓN SALADO) (TUMACO - NARIÑO),2020,02,3721,1331.72,18.62,Sábado,02/01/2020 07:15:00 PM,9.43
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753009,PUERTO BETANIA (SAN VICENTE DEL CAGUAN - CAQUETA),2020,02,1604,633.46,40.72,Viernes,02/21/2020 07:15:00 PM,1.49
99,VICHADA,99001,PUERTO CARREÑO,99001000,PUERTO CARREÑO (PUERTO CARREÑO - VICHADA),2020,02,2436390,791279.94,4614.72,Martes,02/18/2020 02:15:00 PM,24
27,CHOCO,27099,BOJAYA (BELLAVISTA),27099008,PUERTO CONTO (BOJAYÁ (BELLAVISTA) - CHOCO),2020,02,5456,1481.4,57.6,Viernes,02/21/2020 08:00:00 PM,4.45
86,PUTUMAYO,86573,PUERTO LEGUIZAMO,86573000,PUERTO LEGUIZAMO (PUERTO LEGUIZAMO - PUTUMAYO),2020,02,779919,282488.87,1996.72,Martes,02/04/2020 02:45:00 PM,20.5
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109028,PUERTO MERIZALDE (BUENAVENTURA - VALLE DEL CAUCA),2020,02,44375,14156.3,264.7,Miércoles,02/19/2020 07:30:00 PM,6.49
91,AMAZONAS,91540,PUERTO NARIÑO,91540000,PUERTO NARIÑO (PUERTO NARIÑO - AMAZONAS),2020,02,99758,35858.28,221.41,Martes,02/04/2020 07:00:00 PM,23.58
19,CAUCA,19809,TIMBIQUI,19809023,PUERTO SAIJA (TIMBIQUÍ - CAUCA),2020,02,25416,8460.23,174.06,Viernes,02/14/2020 07:45:00 PM,5.58
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,18150001,REMOLINO DEL CAGUAN (CARTAGENA DEL CHAIRA - CAQUETÁ),2020,02,15525,7062.49,90.37,Sábado,02/01/2020 06:45:00 PM,8.1
